,location,bath,balcony,price,bhk,sqft
1514,Channasandra,2.0,1.0,36.0,2,1123.0
1515,Channasandra,2.0,2.0,35.0,2,1000.0
1516,Channasandra,4.0,1.0,89.45,4,1500.0
1517,Channasandra,2.0,2.0,51.83,3,1330.0
1518,Channasandra,2.0,1.0,37.0,2,1093.0
1519,Channasandra,2.0,1.0,35.8,2,1115.0
1520,Channasandra,3.0,1.0,61.95,3,1500.0
1522,Channasandra,2.0,1.0,36.28,2,830.0
1523,Channasandra,3.0,1.0,67.77,3,1200.0
1524,Channasandra,2.0,1.0,56.0,3,1195.0
1525,Channasandra,2.0,2.0,38.0,2,1175.0
1526,Channasandra,2.0,1.0,46.13,2,1200.0
1527,Channasandra,2.0,1.0,36.0,2,1065.0
1528,Channasandra,2.0,1.0,44.41,2,1050.0
1529,Channasandra,2.0,1.0,32.0,2,1010.0
1530,Chikka Tirupathi,5.0,3.0,120.0,4,2600.0
1531,Chikka Tirupathi,4.0,1.0,120.0,4,2325.0
1532,Chikka Tirupathi,4.0,2.0,80.27,3,1808.0
1533,Chikka Tirupathi,3.0,1.0,135.0,3,3297.0
1534,Chikka Tirupathi,5.0,3.0,150.0,4,3500.0
1535,Chikka Tirupathi,5.0,0.0,105.0,4,2704.0
1536,Chikka Tirupathi,4.0,1.0,120.0,4,2325.0
1537,Chikka Tirupathi,4.0,2.0,136.0,4,3250.0
1538,Chikka Tirupathi,5.0,3.0,125.0,4,2665.0
1539,Chikkabanavar,2.0,1.0,40.0,2,950.0
1540,Chikkabanavar,2.0,0.0,80.0,3,1600.0
1541,Chikkabanavar,1.0,2.0,25.0,2,600.0
1542,Chikkabanavar,7.0,2.0,80.0,4,2460.0
1543,Chikkabanavar,4.0,0.0,97.0,5,2400.0
1544,Chikkabanavar,4.0,0.0,65.0,5,2000.0
1545,Chikkabanavar,2.0,1.0,38.0,2,1067.0
1546,Chikkabanavar,2.0,2.0,46.0,3,1320.0
1547,Chikkabanavar,7.0,0.0,110.0,8,4000.0
1549,Chikkalasandra,2.0,2.0,50.0,2,1100.0
1550,Chikkalasandra,2.0,1.0,49.0,2,1208.0
1551,Chikkalasandra,2.0,3.0,52.8,2,875.0
1553,Chikkalasandra,1.0,1.0,128.0,2,1800.0
1554,Chikkalasandra,2.0,2.0,50.0,2,1070.0
1555,Chikkalasandra,2.0,2.0,48.0,2,1230.0
1556,Chikkalasandra,2.0,1.0,80.0,3,1428.0
1557,Chikkalasandra,2.0,1.0,42.8,2,1070.0
1561,Chikkalasandra,2.0,1.0,46.76,2,1075.0
1564,Chikkalasandra,2.0,1.0,45.48,2,1070.0
1565,Chikkalasandra,2.0,2.0,50.0,2,1100.0
1568,Chikkalasandra,2.0,2.0,45.0,2,1224.0
1569,Chikkalasandra,2.0,1.0,47.42,2,1090.0
1572,Chikkalasandra,2.0,1.0,59.0,2,1325.0
1573,Chikkalasandra,2.0,2.0,72.0,2,1290.0
1576,Choodasandra,2.0,2.0,50.0,2,1115.0
1577,Choodasandra,2.0,3.0,57.0,2,1300.0
1578,Choodasandra,3.0,2.0,77.0,3,1530.0
1581,Choodasandra,2.0,1.0,63.0,2,1197.0
1582,Choodasandra,3.0,3.0,75.0,3,1465.0
1583,Choodasandra,2.0,1.0,50.0,2,1115.0
1584,Choodasandra,2.0,2.0,59.0,2,1215.0
1585,Choodasandra,2.0,1.0,65.0,3,1254.0
1586,Choodasandra,3.0,3.0,105.0,3,1580.0
1587,Choodasandra,2.0,2.0,36.0,2,725.0
1588,Choodasandra,3.0,1.0,210.0,4,2429.0
1590,Choodasandra,2.0,2.0,45.0,2,1075.0
1591,Choodasandra,2.0,1.0,71.22,2,1180.0
1592,Choodasandra,2.0,2.0,62.0,2,1140.0
1594,Choodasandra,3.0,2.0,78.0,3,1560.0
1595,Choodasandra,2.0,1.0,46.0,2,1065.0
1596,Choodasandra,2.0,2.0,50.0,2,1115.0
1598,Choodasandra,2.0,1.0,50.0,2,1115.0
1599,Cooke Town,4.0,3.0,239.0,3,2388.0
1600,Cooke Town,2.0,2.0,200.0,2,1710.0
1601,Cooke Town,2.0,2.0,111.0,2,1310.0
1602,Cooke Town,3.0,3.0,120.0,3,1700.0
1603,Cooke Town,2.0,3.0,90.0,2,1100.0
1604,Cooke Town,3.0,1.0,250.0,3,2300.0
1605,Cox Town,3.0,3.0,150.0,3,1975.0
1606,Cox Town,3.0,3.0,100.0,3,1650.0
1607,Cox Town,3.0,3.0,140.0,3,1730.0
1608,Cox Town,3.0,1.0,150.0,3,1600.0
1609,Cox Town,2.0,2.0,95.0,2,1250.0
1610,Cox Town,2.0,1.0,120.0,2,1280.0
1611,Cox Town,2.0,2.0,72.0,2,1073.0
1612,Cox Town,2.0,3.0,58.0,2,1000.0
1613,Cox Town,2.0,2.0,140.0,2,1200.0
1614,Cunningham Road,4.0,3.0,1250.0,4,5270.0
1615,Cunningham Road,3.0,2.0,864.0,3,3875.0
1616,Cunningham Road,3.0,2.0,800.0,3,3875.0
1617,Cunningham Road,3.0,1.0,763.0,3,3815.0
1618,Cunningham Road,3.0,2.0,501.0,3,2880.0
1619,Cunningham Road,3.0,1.0,662.0,3,3489.0
1620,Cunningham Road,3.0,2.0,800.0,3,4170.0
1622,Cunningham Road,3.0,1.0,501.0,3,2700.0
1623,Cunningham Road,6.0,2.0,1800.0,4,7500.0
1624,Cunningham Road,3.0,2.0,560.0,3,2880.0
1625,Dasanapura,2.0,2.0,37.0,2,708.0
1626,Dasanapura,1.0,1.0,40.0,2,708.0
1627,Dasanapura,2.0,1.0,42.5,2,965.0
1629,Dasanapura,2.0,1.0,42.0,2,814.0
1630,Dasanapura,2.0,1.0,65.0,2,1163.0
1631,Dasanapura,2.0,1.0,68.0,3,1286.0
1632,Dasanapura,2.0,1.0,31.15,2,708.0
1633,Dasanapura,1.0,1.0,41.0,1,708.0
1634,Dasanapura,2.0,1.0,43.7,2,814.0
1635,Dasarahalli,2.0,1.0,65.0,2,1295.0
1637,Dasarahalli,2.0,0.0,70.0,2,1150.0
1638,Dasarahalli,3.0,3.0,120.0,3,2100.0
1639,Dasarahalli,2.0,2.0,52.0,2,1220.0
1640,Dasarahalli,2.0,1.0,60.0,2,1375.0
1641,Dasarahalli,2.0,1.0,78.56,2,1333.0
1642,Dasarahalli,2.0,2.0,62.0,2,1220.0
1643,Devanahalli,2.0,2.0,66.78,2,1260.0
1644,Devanahalli,2.0,2.0,68.52,3,1282.0
1645,Devanahalli,2.0,1.0,65.0,2,1360.0
1646,Devanahalli,2.0,2.0,85.0,2,1408.0
1647,Devanahalli,2.0,1.0,51.0,2,1010.0
1648,Devanahalli,2.0,0.0,53.35,2,1080.0
1649,Devanahalli,5.0,3.0,100.0,5,2400.0
1652,Devanahalli,2.0,1.0,59.0,2,1174.0
1653,Devanahalli,1.0,1.0,34.0,1,658.0
1654,Devanahalli,1.0,0.0,26.91,1,658.0
1655,Devanahalli,1.0,0.0,28.57,1,698.5
1656,Devanahalli,2.0,1.0,52.0,2,1080.0
1657,Devanahalli,3.0,0.0,88.2,3,1700.0
1658,Devanahalli,3.0,3.0,79.15,3,1498.0
1659,Devanahalli,3.0,3.0,77.59,3,1466.0
1660,Devanahalli,1.0,0.0,39.0,1,775.0
1661,Devanahalli,2.0,1.0,49.87,1,1020.0
1662,Devanahalli,2.0,2.0,48.0,2,1045.0
1663,Devanahalli,3.0,1.0,85.0,3,1550.0
1665,Devanahalli,2.0,1.0,65.0,2,1340.0
1666,Devanahalli,3.0,1.0,107.0,3,2125.0
1667,Devanahalli,2.0,1.0,56.45,2,1230.0
1668,Devanahalli,2.0,0.0,62.425,2,1360.0
1669,Devanahalli,1.0,1.0,26.91,1,658.0
1671,Devanahalli,2.0,1.0,58.0,2,1010.0
1674,Dodda Nekkundi,2.0,2.0,55.0,2,1260.0
1675,Dodda Nekkundi,2.0,3.0,28.0,2,850.0
1676,Dodda Nekkundi,2.0,2.0,60.0,2,1390.0
1677,Dodda Nekkundi,3.0,2.0,121.0,3,1804.0
1678,Dodda Nekkundi,2.0,2.0,50.0,2,1080.0
1679,Dodda Nekkundi,3.0,2.0,132.0,3,1999.0
1680,Dodda Nekkundi,2.0,2.0,48.0,2,1100.0
1681,Dodda Nekkundi,3.0,2.0,135.0,3,1999.0
1682,Dodda Nekkundi,2.0,1.0,41.15,2,1100.0
1683,Dodda Nekkundi,2.0,1.0,71.0,3,1252.0
1684,Dodda Nekkundi,2.0,1.0,46.0,2,1155.0
1685,Dodda Nekkundi,2.0,2.0,45.0,2,1128.0
1686,Dodda Nekkundi,2.0,1.0,56.0,2,1148.0
1688,Dodda Nekkundi,2.0,1.0,46.5,2,1145.0
1689,Dodda Nekkundi,3.0,2.0,125.0,3,1829.0
1690,Dodda Nekkundi,2.0,1.0,41.16,2,1100.0
1691,Dodda Nekkundi,2.0,1.0,46.75,2,1100.0
1692,Dodda Nekkundi,2.0,2.0,50.0,2,1315.0
1693,Dodda Nekkundi,2.0,2.0,58.0,2,1135.0
1694,Dodda Nekkundi,2.0,1.0,41.18,2,1100.0
1695,Dodda Nekkundi,2.0,2.0,60.0,2,1370.0
1696,Dodda Nekkundi,2.0,2.0,71.0,2,1200.0
1697,Dodda Nekkundi,2.0,2.0,79.0,3,1585.0
1698,Dodda Nekkundi,2.0,2.0,45.0,2,1005.0
1699,Doddaballapur,3.0,2.0,80.0,4,1690.0
1700,Doddaballapur,4.0,3.0,325.0,4,4200.0
1701,Doddaballapur,3.0,1.0,300.0,3,3876.0
1702,Doddaballapur,4.0,2.0,195.0,3,2776.0
1703,Doddaballapur,3.0,1.0,142.0,3,2440.0
1704,Doddaballapur,3.0,0.0,200.0,4,2400.0
1705,Doddaballapur,1.0,1.0,49.0,1,654.0
1706,Doddakallasandra,2.0,1.0,40.39,2,1010.0
1711,Doddakallasandra,2.0,1.0,40.39,2,1010.0
1712,Doddakallasandra,2.0,1.0,42.87,2,1072.0
1713,Doddakallasandra,2.0,1.0,40.4,2,1010.0
1714,Doddakallasandra,2.0,1.0,41.0,2,1010.0
1715,Doddakallasandra,2.0,1.0,42.87,2,1072.0
1716,Doddathoguru,2.0,0.0,33.0,2,970.0
1717,Doddathoguru,2.0,1.0,32.0,2,1050.0
1718,Doddathoguru,2.0,1.0,25.0,2,850.0
1719,Doddathoguru,2.0,2.0,42.0,2,1030.0
1720,Doddathoguru,3.0,2.0,65.0,3,1549.0
1722,Doddathoguru,1.0,1.0,17.0,1,550.0
1723,Doddathoguru,2.0,2.0,33.5,2,1015.0
1724,Doddathoguru,2.0,2.0,39.0,2,1104.0
1725,Doddathoguru,2.0,1.0,32.0,2,915.0
1726,Doddathoguru,1.0,1.0,25.5,1,750.0
1727,Doddathoguru,3.0,3.0,62.0,3,1595.0
1728,Doddathoguru,2.0,1.0,32.0,2,855.0
1729,Doddathoguru,2.0,1.0,50.0,2,1105.0
1730,Doddathoguru,2.0,2.0,30.0,2,925.0
1732,Doddathoguru,3.0,1.0,45.0,3,1208.0
1733,Doddathoguru,2.0,2.0,50.0,2,1100.0
1734,Doddathoguru,2.0,1.0,32.9,2,940.0
1735,Doddathoguru,3.0,1.0,65.0,3,1382.0
1736,Doddathoguru,2.0,3.0,44.0,2,1107.0
1737,Doddathoguru,2.0,1.0,40.0,2,907.0
1738,Doddathoguru,3.0,3.0,85.0,3,1783.0
1739,Doddathoguru,1.0,1.0,17.0,1,550.0
1740,Domlur,3.0,2.0,90.0,3,1540.0
1741,Domlur,2.0,2.0,150.0,3,1875.0
1742,Domlur,3.0,3.0,86.0,3,1429.0
1743,Domlur,1.0,0.0,55.0,1,640.0
1744,Domlur,2.0,2.0,85.0,2,1050.0
1745,Domlur,3.0,2.0,150.0,3,1800.0
1746,Domlur,3.0,1.0,135.0,3,1720.0
1747,Domlur,3.0,3.0,165.0,3,1950.0
1748,Domlur,3.0,2.0,285.0,3,2180.0
1749,Domlur,1.0,1.0,70.0,1,650.0
1750,Domlur,1.0,1.0,70.0,1,780.0
1751,Domlur,3.0,2.0,285.0,3,2180.0
1752,Domlur,3.0,0.0,120.0,3,1740.0
1753,Domlur,3.0,2.0,125.0,3,1695.0
1754,Domlur,2.0,1.0,95.0,2,1246.0
1755,Domlur,3.0,2.0,145.0,3,2100.0
1756,Domlur,2.0,2.0,80.0,2,1276.0
1757,Domlur,3.0,1.0,180.0,3,1850.0
1758,Domlur,3.0,1.0,180.0,3,1650.0
1759,Dommasandra,2.0,1.0,22.14,2,805.0
1761,Dommasandra,3.0,2.0,56.0,3,1267.0
1762,Dommasandra,2.0,2.0,50.0,2,1200.0
1763,Dommasandra,3.0,2.0,68.0,4,2700.0
1765,Dommasandra,2.0,2.0,43.5,2,1153.0
1766,Dommasandra,2.0,0.0,40.0,2,1500.0
1767,Dommasandra,2.0,2.0,43.5,2,1090.0
1768,Dommasandra,2.0,1.0,25.4,2,850.0
1769,Dommasandra,1.0,1.0,19.9,2,674.0
1770,Dommasandra,2.0,2.0,32.9,2,999.0
1771,"ECC Road, Whitefield,",2.0,1.0,67.0,2,1132.0
1772,EPIP Zone,5.0,2.0,102.0,3,1499.0
1773,EPIP Zone,2.0,2.0,82.0,2,1285.0
1774,EPIP Zone,3.0,2.0,162.0,3,2330.0
1775,EPIP Zone,2.0,1.0,92.5,2,1330.0
1776,EPIP Zone,2.0,1.0,86.98,2,1330.0
1777,EPIP Zone,2.0,1.0,93.36,2,1330.0
1779,EPIP Zone,3.0,3.0,102.0,3,1500.0
1780,EPIP Zone,2.0,1.0,69.0,2,1280.0
1781,EPIP Zone,2.0,1.0,65.0,2,1125.0
1782,EPIP Zone,3.0,3.0,125.0,3,1734.0
1784,EPIP Zone,2.0,2.0,86.0,2,1343.0
1785,EPIP Zone,4.0,2.0,163.0,3,2350.0
1786,EPIP Zone,3.0,2.0,130.0,3,1860.0
1787,EPIP Zone,3.0,3.0,165.0,3,2210.0
1788,EPIP Zone,3.0,2.0,177.0,3,2710.0
1791,Electronic City,2.0,1.0,47.0,3,1025.0
1794,Electronic City,2.0,1.0,64.5,3,1500.0
1795,Electronic City,2.0,1.0,60.0,2,1060.0
1796,Electronic City,2.0,1.0,64.5,2,1152.0
1798,Electronic City,1.0,1.0,36.0,2,770.0
1799,Electronic City,2.0,1.0,52.0,2,1070.0
1800,Electronic City,2.0,1.0,46.0,2,1025.0
1801,Electronic City,1.0,1.0,27.0,1,589.0
1803,Electronic City,2.0,1.0,40.0,2,910.0
1804,Electronic City,2.0,1.0,63.0,2,1108.0
1805,Electronic City,2.0,1.0,65.0,2,1128.0
1806,Electronic City,3.0,2.0,95.0,3,1800.0
1807,Electronic City,1.0,1.0,34.65,1,630.0
1808,Electronic City,2.0,1.0,63.0,2,1128.0
1809,Electronic City,3.0,2.0,99.0,3,1599.0
1812,Electronic City,2.0,1.0,55.0,2,1070.0
1813,Electronic City,2.0,1.0,41.0,2,940.0
1815,Electronic City,2.0,1.0,68.75,2,1128.0
1816,Electronic City,2.0,1.0,73.3,2,1342.0
1817,Electronic City,2.0,1.0,71.0,3,1360.0
1819,Electronic City,2.0,0.0,56.93,2,1265.0
1820,Electronic City,2.0,2.0,102.0,3,1691.0
1821,Electronic City,2.0,1.0,65.49,2,1128.0
1824,Electronic City,2.0,1.0,56.1,2,1070.0
1825,Electronic City,4.0,0.0,120.0,4,2000.0
1826,Electronic City,2.0,2.0,45.0,2,890.0
1827,Electronic City,2.0,1.0,65.65,2,1128.0
1828,Electronic City,2.0,0.0,42.0,2,865.0
1830,Electronic City,2.0,2.0,42.0,2,910.0
1832,Electronic City,2.0,1.0,75.0,3,1360.0
1833,Electronic City,1.0,1.0,40.0,2,770.0
1834,Electronic City,2.0,1.0,64.0,2,1128.0
1835,Electronic City,2.0,1.0,54.0,2,1070.0
1837,Electronic City,3.0,2.0,89.0,3,1571.0
1838,Electronic City,3.0,1.0,50.0,3,1111.0
1839,Electronic City,2.0,1.0,39.5,2,870.0
1841,Electronic City,2.0,1.0,72.0,3,1374.0
1843,Electronic City,2.0,1.0,65.35,2,1128.0
1844,Electronic City,2.0,1.0,65.0,2,1128.0
1845,Electronic City,1.0,1.0,34.0,2,755.0
1849,Electronic City,3.0,2.0,91.84,3,1563.0
1850,Electronic City,3.0,2.0,70.0,3,1652.0
1852,Electronic City,2.0,1.0,54.5,2,1025.0
1854,Electronic City,3.0,2.0,58.0,3,1350.0
1857,Electronic City,3.0,2.0,75.0,3,1700.0
1859,Electronic City,2.0,1.0,68.0,2,1128.0
1860,Electronic City,1.0,1.0,35.0,1,700.0
1861,Electronic City,2.0,1.0,70.5,3,1360.0
1863,Electronic City,3.0,2.0,105.0,3,1571.0
1867,Electronic City,3.0,2.0,104.0,3,1600.0
1869,Electronic City,2.0,1.0,100.0,3,1500.0
1873,Electronic City,2.0,1.0,65.0,2,1152.0
1874,Electronic City,2.0,1.0,60.0,2,1070.0
1875,Electronic City,2.0,1.0,65.5,2,1128.0
1876,Electronic City,2.0,1.0,59.0,2,1200.0
1877,Electronic City,2.0,1.0,65.75,2,1152.0
1879,Electronic City,2.0,1.0,55.0,2,1070.0
1880,Electronic City,2.0,1.0,58.0,2,1060.0
1881,Electronic City,2.0,1.0,54.1,2,1025.0
1886,Electronic City,2.0,1.0,78.0,3,1500.0
1887,Electronic City,2.0,1.0,59.32,2,1213.0
1888,Electronic City,3.0,2.0,90.0,3,1575.0
1889,Electronic City,1.0,1.0,19.5,1,435.0
1890,Electronic City,3.0,2.0,100.0,3,1449.0
1892,Electronic City,2.0,1.0,58.0,2,1125.0
1894,Electronic City,3.0,3.0,101.0,3,1575.0
1896,Electronic City,1.0,1.0,12.0,1,550.0
1897,Electronic City,2.0,2.0,40.0,2,919.0
1898,Electronic City,2.0,1.0,78.25,3,1500.0
1899,Electronic City,2.0,1.0,79.0,2,1363.0
1902,Electronic City,2.0,1.0,67.15,2,1108.0
1904,Electronic City,2.0,1.0,65.7,2,1128.0
1906,Electronic City,2.0,1.0,51.0,2,1060.0
1908,Electronic City,3.0,2.0,100.0,3,1650.0
1910,Electronic City,2.0,1.0,49.0,2,1025.0
1912,Electronic City,3.0,2.0,90.0,3,1449.0
1914,Electronic City,2.0,1.0,58.0,2,1070.0
1915,Electronic City,2.0,1.0,54.0,2,1210.0
1916,Electronic City,2.0,1.0,75.0,3,1500.0
1918,Electronic City,2.0,1.0,52.0,2,1070.0
1919,Electronic City,4.0,3.0,119.0,4,2435.0
1924,Electronic City,2.0,2.0,60.0,2,1073.0
1925,Electronic City,2.0,1.0,78.0,3,1500.0
1926,Electronic City,2.0,1.0,47.0,2,1070.0
1927,Electronic City,2.0,2.0,65.0,2,1296.0
1928,Electronic City,2.0,1.0,70.93,2,1140.0
1934,Electronic City,4.0,1.0,104.0,4,2093.0
1935,Electronic City,2.0,1.0,53.9,2,1025.0
1936,Electronic City,2.0,1.0,54.0,2,940.0
1937,Electronic City,1.0,1.0,21.0,1,435.0
1938,Electronic City,2.0,1.0,77.5,3,1500.0
1939,Electronic City,3.0,2.0,80.0,3,1631.0
1940,Electronic City,2.0,1.0,67.0,2,1355.0
1943,Electronic City,1.0,1.0,22.0,1,435.0
1945,Electronic City,2.0,1.0,50.0,2,1039.0
1946,Electronic City,1.0,1.0,39.9,2,770.0
1948,Electronic City,2.0,1.0,64.0,2,1128.0
1949,Electronic City,1.0,0.0,13.31,1,605.0
1951,Electronic City,1.0,1.0,13.5,1,530.0
1952,Electronic City,2.0,1.0,53.0,2,1070.0
1954,Electronic City,3.0,2.0,83.0,3,1571.0
1956,Electronic City,3.0,2.0,66.0,3,1350.0
1957,Electronic City,3.0,3.0,110.0,3,1652.0
1961,Electronic City,2.0,1.0,65.58,2,1128.0
1962,Electronic City,1.0,1.0,28.0,1,635.0
1963,Electronic City,2.0,1.0,65.4,2,1128.0
1966,Electronic City,2.0,1.0,72.9,2,1355.0
1970,Electronic City,1.0,1.0,35.0,2,770.0
1972,Electronic City,2.0,1.0,40.0,2,865.0
1975,Electronic City,2.0,1.0,63.0,2,1108.0
1976,Electronic City,1.0,1.0,40.5,1,630.0
1979,Electronic City,1.0,1.0,22.0,1,605.0
1981,Electronic City,2.0,1.0,48.0,2,1070.0
1983,Electronic City,2.0,1.0,70.0,3,1360.0
1984,Electronic City,1.0,0.0,28.0,1,635.0
1985,Electronic City,2.0,1.0,65.45,2,1128.0
1986,Electronic City,2.0,1.0,40.0,2,890.0
1991,Electronic City,2.0,1.0,58.0,3,1360.0
1994,Electronic City,1.0,1.0,33.7,1,630.0
1998,Electronic City,3.0,1.0,90.0,3,1400.0
1999,Electronic City,3.0,1.0,55.0,3,1287.0
2000,Electronic City,2.0,1.0,85.5,2,1258.0
2001,Electronic City,2.0,1.0,85.0,2,1386.0
2002,Electronic City,1.0,1.0,27.0,1,550.0
2003,Electronic City,2.0,1.0,50.0,2,1025.0
2005,Electronic City,2.0,1.0,55.0,2,1070.0
2006,Electronic City,2.0,1.0,72.0,2,1342.0
2007,Electronic City,3.0,1.0,70.0,3,1275.0
2008,Electronic City,1.0,1.0,38.0,2,770.0
2013,Electronic City,3.0,2.0,92.59,3,1644.0
2014,Electronic City,2.0,1.0,62.0,2,1250.0
2017,Electronic City,1.0,1.0,12.0,1,418.0
2018,Electronic City,2.0,1.0,64.8,2,1128.0
2021,Electronic City,2.0,1.0,55.0,2,1060.0
2022,Electronic City,1.0,1.0,40.42,1,710.0
2025,Electronic City,3.0,3.0,63.43,3,1275.0
2026,Electronic City,3.0,3.0,75.0,3,1518.0
2027,Electronic City,2.0,1.0,31.48,1,1090.0
2030,Electronic City,2.0,1.0,55.0,2,1060.0
2032,Electronic City,2.0,3.0,75.0,2,1353.0
2034,Electronic City,2.0,1.0,67.0,2,1128.0
2035,Electronic City,2.0,1.0,57.0,2,1070.0
2036,Electronic City,3.0,2.0,90.0,3,1700.0
2038,Electronic City,1.0,1.0,35.0,1,750.0
2039,Electronic City,2.0,1.0,55.0,2,1210.0
2040,Electronic City,2.0,1.0,60.0,2,1070.0
2045,Electronic City,3.0,2.0,97.0,3,1615.0
2047,Electronic City,2.0,2.0,68.0,2,1221.0
2049,Electronic City,3.0,1.0,73.0,3,1500.0
2050,Electronic City,2.0,1.0,48.0,2,995.0
2051,Electronic City,2.0,1.0,90.0,2,1342.0
2053,Electronic City,2.0,1.0,63.5,2,1128.0
2054,Electronic City,1.0,1.0,29.0,1,589.0
2057,Electronic City,3.0,1.0,94.5,3,1575.0
2058,Electronic City,2.0,1.0,48.0,2,1070.0
2059,Electronic City,2.0,1.0,54.0,2,1025.0
2060,Electronic City,2.0,1.0,70.0,3,1500.0
2061,Electronic City,2.0,1.0,64.5,3,1500.0
2063,Electronic City,4.0,2.0,134.0,4,2093.0
2065,Electronic City,2.0,1.0,73.0,2,1355.0
2066,Electronic City,2.0,1.0,64.99,3,1360.0
2067,Electronic City,2.0,1.0,52.0,2,1060.0
2068,Electronic City Phase II,2.0,1.0,39.07,2,1056.0
2069,Electronic City Phase II,2.0,1.0,30.6,2,1020.0
2070,Electronic City Phase II,2.0,2.0,45.0,2,1069.0
2071,Electronic City Phase II,1.0,1.0,28.35,1,630.0
2073,Electronic City Phase II,2.0,1.0,25.0,2,1000.0
2074,Electronic City Phase II,2.0,1.0,28.34,2,1090.0
2075,Electronic City Phase II,4.0,0.0,98.88,4,2225.0
2077,Electronic City Phase II,2.0,2.0,38.0,2,775.0
2078,Electronic City Phase II,2.0,2.0,59.0,2,1266.0
2079,Electronic City Phase II,2.0,1.0,28.88,2,1000.0
2082,Electronic City Phase II,2.0,1.0,44.0,2,972.0
2084,Electronic City Phase II,2.0,1.0,55.0,2,1031.0
2085,Electronic City Phase II,2.0,1.0,40.6,2,1003.0
2086,Electronic City Phase II,2.0,1.0,56.35,2,1031.0
2088,Electronic City Phase II,2.0,1.0,62.78,3,1395.0
2089,Electronic City Phase II,2.0,1.0,33.5,2,1160.0
2090,Electronic City Phase II,2.0,1.0,30.75,2,1065.0
2091,Electronic City Phase II,2.0,1.0,61.25,2,1219.0
2093,Electronic City Phase II,2.0,1.0,28.88,2,1000.0
2094,Electronic City Phase II,3.0,3.0,100.0,3,1790.0
2095,Electronic City Phase II,2.0,1.0,40.0,2,769.0
2097,Electronic City Phase II,2.0,2.0,32.5,2,900.0
2100,Electronic City Phase II,2.0,2.0,50.0,3,993.0
2101,Electronic City Phase II,3.0,2.0,52.47,3,1418.0
2102,Electronic City Phase II,2.0,2.0,45.0,2,1070.0
2105,Electronic City Phase II,2.0,1.0,33.06,2,1140.0
2106,Electronic City Phase II,2.0,0.0,32.67,2,1089.0
2107,Electronic City Phase II,2.0,1.0,55.0,2,1031.0
2108,Electronic City Phase II,2.0,1.0,65.8,2,1253.0
2110,Electronic City Phase II,2.0,1.0,33.5,2,1160.0
2111,Electronic City Phase II,2.0,2.0,45.0,3,975.0
2112,Electronic City Phase II,2.0,2.0,37.0,2,1116.0
2113,Electronic City Phase II,2.0,1.0,29.25,2,1125.0
2114,Electronic City Phase II,2.0,1.0,28.88,2,1000.0
2115,Electronic City Phase II,2.0,1.0,28.88,2,1000.0
2116,Electronic City Phase II,2.0,1.0,28.88,2,1000.0
2117,Electronic City Phase II,2.0,1.0,30.29,2,1165.0
2118,Electronic City Phase II,2.0,1.0,53.0,2,1031.0
2120,Electronic City Phase II,2.0,1.0,30.88,2,1065.0
2122,Electronic City Phase II,3.0,2.0,80.0,3,1549.0
2123,Electronic City Phase II,2.0,1.0,56.13,2,1065.0
2125,Electronic City Phase II,2.0,2.0,26.0,2,920.0
2126,Electronic City Phase II,2.0,1.0,33.84,2,1140.0
2127,Electronic City Phase II,2.0,1.0,61.26,2,1219.0
2128,Electronic City Phase II,2.0,3.0,65.0,3,1252.0
2129,Electronic City Phase II,2.0,1.0,32.49,2,1125.0
2131,Electronic City Phase II,2.0,2.0,69.0,2,1286.0
2133,Electronic City Phase II,2.0,1.0,32.92,2,1140.0
2134,Electronic City Phase II,2.0,2.0,40.0,2,1116.0
2135,Electronic City Phase II,3.0,3.0,46.0,3,1150.0
2136,Electronic City Phase II,2.0,3.0,47.0,3,1192.0
2138,Electronic City Phase II,2.0,2.0,32.0,2,1020.0
2139,Electronic City Phase II,3.0,1.0,97.0,4,1900.0
2140,Electronic City Phase II,2.0,1.0,27.43,2,1020.0
2141,Electronic City Phase II,2.0,1.0,26.65,2,1025.0
2142,Electronic City Phase II,2.0,1.0,29.45,2,1020.0
2143,Electronic City Phase II,2.0,1.0,28.88,2,1000.0
2145,Electronic City Phase II,2.0,2.0,28.5,2,1140.0
2146,Electronic City Phase II,2.0,1.0,32.49,2,1125.0
2147,Electronic City Phase II,2.0,1.0,34.65,2,1200.0
2148,Electronic City Phase II,2.0,1.0,52.2,2,1160.0
2149,Electronic City Phase II,2.0,1.0,55.0,2,1244.0
2150,Electronic City Phase II,2.0,1.0,33.51,2,1160.0
2153,Electronic City Phase II,2.0,1.0,40.0,2,972.0
2154,Electronic City Phase II,2.0,1.0,33.51,2,1160.0
2156,Electronic City Phase II,2.0,1.0,31.48,2,1090.0
2157,Electronic City Phase II,2.0,1.0,32.92,2,1140.0
2158,Electronic City Phase II,1.0,1.0,35.0,1,650.0
2159,Electronic City Phase II,2.0,1.0,57.0,2,1155.0
2160,Electronic City Phase II,3.0,3.0,92.0,3,1800.0
2161,Electronic City Phase II,2.0,2.0,28.0,2,1300.0
2162,Electronic City Phase II,2.0,1.0,33.5,2,1160.0
2163,Electronic City Phase II,2.0,1.0,29.6,2,1025.0
2164,Electronic City Phase II,2.0,1.0,22.8,2,829.0
2165,Electronic City Phase II,4.0,0.0,105.0,4,2187.5
2166,Electronic City Phase II,2.0,1.0,67.0,2,1252.0
2168,Electronic City Phase II,2.0,1.0,32.63,2,1125.0
